target_id	length	eff_length	est_counts	tpm
Sb10g001060.1	2815	2653.61	990	12.6238
Sb10g001070.1	3162	3000.61	669	7.54412
Sb10g001080.1	561	399.609	34	2.87896
Sb10g001090.1	1605	1443.61	15	0.351587
Sb10g001100.1	1481	1319.61	153	3.92318
Sb10g001101.1	765	603.609	0	0
Sb10g001102.1	435	273.638	3	0.370968
Sb10g001103.1	3246	3084.61	6	0.0658177
Sb10g001105.1	297	135.736	0	0
Sb10g001106.1	2168	2006.61	892	15.0416
Sb10g001107.1	870	708.609	168	8.02221
Sb10g001108.1	375	213.69	0	0
Sb10g001110.1	2180	2018.61	204	3.41956
Sb10g001115.1	171	40.1638	0	0
Sb10g001120.1	2366	2204.61	20846	319.951
Sb10g001130.1	531	369.609	0	0
Sb10g001140.1	1269	1107.61	0	0
Sb10g001145.1	210	58.1211	2	1.16436
Sb10g001150.1	1152	990.609	199	6.79739
Sb10g001160.1	1746	1584.61	293	6.25658
Sb10g001165.1	390	228.69	0	0
Sb10g001170.1	801	639.609	0	0
Sb10g001180.1	474	312.609	9	0.974165
Sb10g001190.1	240	80.002	0	0
Sb10g001200.1	1287	1125.61	176	5.29074
Sb10g001210.1	597	435.609	36	2.79639
Sb10g001220.1	1237	1075.61	1435	45.1429
Sb10g001230.1	1380	1218.61	56	1.55495
Sb10g001240.1	601	439.609	1983	152.633
Sb10g001250.1	2063	1901.61	336	5.97874
Sb10g001260.1	336	174.69	0	0
Sb10g001270.1	615	453.609	5042	376.108
Sb10g001280.1	1685	1523.61	994	22.0752
Sb10g001290.1	1761	1599.61	0	0
Sb10g001300.1	821	659.609	16	0.820777
Sb10g001310.1	2726	2564.61	1246	16.4395
Sb10g001320.1	1568	1406.61	494	11.8835
Sb10g001330.1	1206	1044.61	198	6.41362
Sb10g001340.1	285	123.775	0	0
Sb10g001350.1	1470	1308.61	41	1.06015
Sb10g001360.1	762	600.609	2.01559	0.113554
Sb10g001370.1	1504	1342.61	933	23.5139
Sb10g001380.1	2422	2260.61	668	9.99868
Sb10g001390.1	669	507.609	584	38.9292
Sb10g001400.1	1020	858.609	13	0.512318
Sb10g001410.1	1688	1526.61	3142	69.6418
Sb10g001420.1	2334	2172.61	1	0.0155744
Sb10g001430.1	1022	860.609	67	2.63427
Sb10g001440.1	1672	1510.61	0	0
Sb10g001450.1	1524	1362.61	0	0
Sb10g001460.1	660	498.609	0	0
Sb10g001470.1	2487	2325.61	0	0
Sb10g001480.1	642	480.609	0	0
Sb10g001485.1	324	162.707	108.523	22.5687
Sb10g001490.1	510	348.609	21.4249	2.07956
Sb10g001500.1	653	491.609	1	0.068829
Sb10g001510.1	544	382.609	2230	197.216
Sb10g001515.1	348	186.69	8	1.44998
Sb10g001520.1	1641	1479.61	69	1.57795
Sb10g001530.1	2544	2382.61	887.762	12.6077
Sb10g001540.1	1524	1362.61	41	1.01813
Sb10g001550.1	1278	1116.61	288	8.72736
Sb10g001550.2	1108	946.609	0	0
Sb10g001560.1	3018	2856.61	2852.55	33.789
Sb10g001560.2	2920	2758.61	76.4454	0.937677
Sb10g001570.1	597	435.609	0	0
Sb10g001580.1	2592	2430.61	6	0.0835272
Sb10g001590.1	966	804.609	1	0.0420539
Sb10g001600.1	1515	1353.61	265	6.62437
Sb10g001610.1	1208	1046.61	1279	41.3502
Sb10g001620.1	1011	849.609	384	15.2934
Sb10g001630.1	1460	1298.61	157	4.09084
Sb10g001640.1	1776	1614.61	1305	27.3486
Sb10g001650.1	1017	855.609	0	0
Sb10g001660.1	1287	1125.61	231	6.9441
Sb10g001670.1	2434	2272.61	216.238	3.21957
Sb10g001680.1	3067	2905.61	103	1.19948
Sb10g001690.1	1875	1713.61	0	0
Sb10g001700.1	1486	1324.61	0	0
Sb10g001710.1	933	771.609	0	0
Sb10g001715.1	201	53.5623	0	0
Sb10g001720.1	591	429.609	0	0
Sb10g001730.1	2287	2125.61	759	12.0823
Sb10g001740.1	637	475.609	439	31.2324
Sb10g001750.1	1834	1672.61	273.972	5.54247
Sb10g001750.2	1489	1327.61	47.0278	1.19861
Sb10g001760.1	546	384.609	0	0
Sb10g001770.1	750	588.609	23	1.32219
Sb10g001780.1	508	346.609	2585	252.355
Sb10g001790.1	1155	993.609	7	0.238382
Sb10g001800.1	1134	972.609	14	0.487059
Sb10g001810.1	1686	1524.61	247.045	5.4829
Sb10g001820.1	1233	1071.61	153	4.83111
Sb10g001830.1	2111	1949.61	622	10.7953
Sb10g001840.1	2309	2147.61	5289.22	83.3351
Sb10g001840.2	2390	2228.61	81.7811	1.24168
Sb10g001850.1	2151	1989.61	179	3.04423
Sb10g001860.1	969	807.609	489	20.488
Sb10g001870.1	804	642.609	668	35.174
Sb10g001873.1	863	701.609	0	0
Sb10g001876.1	423	261.638	2	0.258655
Sb10g001880.1	1866	1704.61	66	1.31012
Sb10g001890.1	1538	1376.61	31	0.761979
Sb10g001900.1	1479	1317.61	963	24.7304
Sb10g001910.1	870	708.609	0	0
Sb10g001920.1	369	207.69	4	0.651683
Sb10g001930.1	2229	2067.61	3	0.0490958
Sb10g001940.1	903	741.609	175	7.98463
Sb10g001950.1	1942	1780.61	430	8.17131
Sb10g001960.1	2191	2029.61	732.571	12.2132
Sb10g001960.2	1997	1835.61	1085.55	20.0107
Sb10g001960.3	2179	2017.61	765.327	12.8352
Sb10g001960.4	2286	2124.61	132.552	2.11105
Sb10g001970.1	3357	3195.61	5	0.0529429
Sb10g001980.1	462	300.609	1	0.112561
Sb10g001990.1	1662	1500.61	664	14.9724
Sb10g001995.1	561	399.609	17	1.43948
Sb10g002000.1	2539	2377.61	122	1.73625
Sb10g002010.1	940	778.609	322	13.9936
Sb10g002020.1	1637	1475.61	490	11.2361
Sb10g002030.1	998	836.609	1249	50.5163
Sb10g002040.1	809	647.609	8381.63	437.933
Sb10g002050.1	1209	1047.61	315	10.1743
Sb10g002060.1	1728	1566.61	0	0
Sb10g002070.1	2495	2333.61	1331	19.2993
Sb10g002080.1	912	750.609	9	0.405714
Sb10g002090.1	1530	1368.61	2	0.0494473
Sb10g002100.1	1438	1276.61	2158	57.1986
Sb10g002105.1	441	279.638	51	6.17115
Sb10g002110.1	1783	1621.61	410	8.55518
Sb10g002120.1	1554	1392.61	29	0.704629
Sb10g002130.1	1564	1402.61	0	0
Sb10g002140.1	2334	2172.61	0	0
Sb10g002150.1	945	783.609	8.28797	0.357882
Sb10g002155.1	669	507.609	0	0
Sb10g002160.1	318	156.707	0	0
Sb10g002170.1	595	433.609	2071	161.612
Sb10g002180.1	1293	1131.61	1481	44.2844
Sb10g002190.1	1226	1064.61	75	2.38376
Sb10g002200.1	2207	2045.61	0	0
Sb10g002200.2	2204	2042.61	0	0
Sb10g002210.1	2273	2111.61	3	0.0480728
Sb10g002220.1	2527	2365.61	7623	109.037
Sb10g002225.1	240	80.002	0	0
Sb10g002230.1	1846	1684.61	986	19.8048
Sb10g002240.1	614	452.609	3777	282.368
Sb10g002250.1	2484	2322.61	20	0.291371
Sb10g002260.1	914	752.609	409	18.3885
Sb10g002265.1	450	288.609	0	0
Sb10g002270.1	177	42.9952	0	0
Sb10g002280.1	1477	1315.61	211	5.42684
Sb10g002290.1	735	573.609	248	14.6294
Sb10g002300.1	1686	1524.61	31	0.68801
Sb10g002310.1	1245	1083.61	393	12.2719
Sb10g002315.1	303	141.722	0	0
Sb10g002320.1	1620	1458.61	0	0
Sb10g002330.1	696	534.609	0	0
Sb10g002340.1	510	348.609	1	0.0970628
Sb10g002350.1	216	61.4619	0	0
Sb10g002360.1	489	327.609	4	0.413138
Sb10g002370.1	1550	1388.61	2222.79	54.1638
Sb10g002373.1	444	282.638	9	1.07747
Sb10g002376.1	1353	1191.61	4	0.113584
Sb10g002380.1	207	56.5215	1	0.598657
Sb10g002385.1	453	291.609	109.858	12.7474
Sb10g002390.1	636	474.609	0	0
Sb10g002400.1	1397	1235.61	336.213	9.20716
Sb10g002411.1	1932	1770.61	28	0.53509
Sb10g002420.1	1315	1153.61	2096	61.4786
Sb10g002430.1	1941	1779.61	995	18.9187
Sb10g002440.1	810	648.609	1180	61.5589
Sb10g002450.1	711	549.609	239	14.7142
Sb10g002460.1	2034	1872.61	37574	678.941
Sb10g002480.1	1421	1259.61	2910.91	78.1962
Sb10g002480.2	1516	1354.61	167.085	4.17365
Sb10g002485.1	372	210.69	0	0
Sb10g002490.1	1652	1490.61	0	0
Sb10g002500.1	1671	1509.61	1	0.0224144
Sb10g002510.1	2712	2550.61	234	3.1043
Sb10g002520.1	1153	991.609	3.0306	0.103414
Sb10g002520.2	1058	896.609	362.969	13.698
Sb10g002525.1	339	177.69	10	1.90427
Sb10g002530.1	1527	1365.61	1486	36.82
Sb10g002540.1	624	462.609	210	15.3602
Sb10g002550.1	1400	1238.61	0	0
Sb10g002555.1	150	28.9631	0	0
Sb10g002560.1	1581	1419.61	109	2.59806
Sb10g002570.1	1393	1231.61	449	12.3357
Sb10g002580.1	1135	973.609	241	8.37576
Sb10g002590.1	366	204.69	54	8.92666
Sb10g002600.1	1367	1205.61	497.808	13.9716
Sb10g002600.2	1121	959.609	0	0
Sb10g002610.1	1677	1515.61	505.488	11.2854
Sb10g002610.2	1685	1523.61	100.512	2.23221
Sb10g002620.1	1872	1710.61	38	0.751665
Sb10g002630.1	2200	2038.61	432.425	7.17742
Sb10g002630.2	1988	1826.61	34.5751	0.640486
Sb10g002640.1	960	798.609	2	0.0847398
Sb10g002650.1	1893	1731.61	11	0.214949
Sb10g002660.1	1505	1343.61	73	1.83841
Sb10g002670.1	975	813.609	140.849	5.85772
Sb10g002680.1	690	528.609	17	1.08819
Sb10g002690.1	1225	1063.61	205.438	6.53568
Sb10g002700.1	1152	990.609	1352.38	46.1943
Sb10g002710.1	591	429.609	2	0.157524
Sb10g002715.1	228	69.7331	0	0
Sb10g002720.1	1017	855.609	508	20.09
Sb10g002725.1	540	378.609	0	0
Sb10g002730.1	306	144.722	0	0
Sb10g002735.1	2871	2709.61	0	0
Sb10g002740.1	858	696.609	2	0.0971477
Sb10g002750.1	1528	1366.61	66	1.63415
Sb10g002760.1	2842	2680.61	594	7.49799
Sb10g002770.1	1566	1404.61	13	0.31317
Sb10g002780.1	1633	1471.61	719	16.5321
Sb10g002790.1	1192	1030.61	882	28.9578
Sb10g002800.1	1737	1575.61	60	1.28853
Sb10g002810.1	177	42.9952	82.9952	65.3168
Sb10g002820.1	749	587.609	163	9.38622
Sb10g002830.1	740	578.609	30	1.7544
Sb10g002840.1	1407	1245.61	415.963	11.2996
Sb10g002840.2	1381	1219.61	294.037	8.15781
Sb10g002850.1	659	497.609	0	0
Sb10g002860.1	354	192.69	0	0
Sb10g002870.1	951	789.609	0	0
Sb10g002880.1	710	548.609	0	0
Sb10g002890.1	687	525.609	0	0
Sb10g002900.1	348	186.69	0	0
Sb10g002910.1	2061	1899.61	59	1.05094
Sb10g002915.1	120	14.1664	0	0
Sb10g002920.1	1410	1248.61	353	9.56621
Sb10g002930.1	1374	1212.61	0	0
Sb10g002940.1	858	696.609	700	34.0017
Sb10g002950.1	1520	1358.61	248	6.17659
Sb10g002953.1	372	210.69	1	0.160601
Sb10g002956.1	1692	1530.61	27	0.596886
Sb10g002960.1	2803	2641.61	856	10.9647
Sb10g002970.1	696	534.609	335	21.2031
Sb10g002980.1	765	603.609	132.171	7.40923
Sb10g002980.2	566	404.609	1449.83	121.247
Sb10g002990.1	2103	1941.61	864	15.0572
Sb10g003000.1	1536	1374.61	509	12.5294
Sb10g003010.1	2523	2361.61	17	0.243575
Sb10g003020.1	2589	2427.61	0	0
Sb10g003030.1	1170	1008.61	0	0
Sb10g003040.1	1336	1174.61	205	5.90544
Sb10g003045.1	3117	2955.61	0	0
Sb10g003050.1	2396	2234.61	153	2.31676
Sb10g003060.1	1607	1445.61	121	2.83221
Sb10g003070.1	2489	2327.61	319	4.63738
Sb10g003080.1	1793	1631.61	1	0.0207384
Sb10g003090.1	1655	1493.61	2	0.045309
Sb10g003100.1	858	696.609	0	0
Sb10g003110.1	1320	1158.61	112.802	3.29437
Sb10g003120.1	814	652.609	8228	426.612
Sb10g003130.1	982	820.609	49	2.02047
Sb10g003140.1	1149	987.609	0	0
Sb10g003150.1	1296	1134.61	3	0.0894678
Sb10g003160.1	1467	1305.61	0	0
Sb10g003170.1	1261	1099.61	893	27.4792
Sb10g003180.1	1103	941.609	0	0
Sb10g003190.1	1273	1111.61	2672	81.3347
Sb10g003200.1	856	694.609	1816	88.4641
Sb10g003210.1	2187	2025.61	31	0.517843
Sb10g003220.1	348	186.69	7	1.26873
Sb10g003230.1	530	368.609	858	78.7613
Sb10g003240.1	565	403.609	164	13.7491
Sb10g003245.1	366	204.69	71	11.7369
Sb10g003250.1	651	489.609	67	4.63038
Sb10g003260.1	567	405.609	0	0
Sb10g003270.1	363	201.69	1	0.167767
Sb10g003275.1	360	198.69	3	0.510902
Sb10g003280.1	357	195.69	1864	322.307
Sb10g003285.1	210	58.1211	1	0.582181
Sb10g003290.1	441	279.638	0	0
Sb10g003300.1	1528	1366.61	144	3.56541
Sb10g003310.1	1925	1763.61	259.43	4.97747
Sb10g003310.2	2020	1858.61	531.57	9.67753
Sb10g003320.1	1145	983.609	342.453	11.7807
Sb10g003320.2	1179	1017.61	42.5877	1.4161
Sb10g003320.3	1123	961.609	12.9589	0.455995
Sb10g003330.1	771	609.609	0	0
Sb10g003340.1	1518	1356.61	5	0.124712
Sb10g003350.1	765	603.609	3	0.168173
Sb10g003355.1	1311	1149.61	50	1.47167
Sb10g003360.1	1083	921.609	0	0
Sb10g003370.1	2121	1959.61	6	0.103603
Sb10g003380.1	678	516.609	60	3.92989
Sb10g003390.1	2046	1884.61	16	0.28727
Sb10g003395.1	876	714.609	0	0
Sb10g003400.1	1056	894.609	0	0
Sb10g003410.1	1929	1767.61	0	0
Sb10g003415.1	1020	858.609	0	0
Sb10g003420.1	1379	1217.61	335	9.30955
Sb10g003430.1	1995	1833.61	28	0.516705
Sb10g003440.1	522	360.609	765	71.7821
Sb10g003450.1	1639	1477.61	3253	74.4931
Sb10g003460.1	1574	1412.61	57	1.36535
Sb10g003470.1	348	186.69	350	63.4365
Sb10g003480.1	1671	1509.61	296	6.63466
Sb10g003500.1	1445	1283.61	1593	41.9928
Sb10g003510.1	400	238.69	27	3.82756
Sb10g003515.1	378	216.69	46	7.18308
Sb10g003520.1	750	588.609	1	0.0574863
Sb10g003530.1	1127	965.609	214	7.49901
Sb10g003540.1	654	492.609	27	1.85461
Sb10g003545.1	832	670.609	10	0.504571
Sb10g003550.1	1254	1092.61	1311.46	40.6145
Sb10g003550.2	1326	1164.61	13.5439	0.39351
Sb10g003560.1	1380	1218.61	19	0.527571
Sb10g003570.1	684	522.609	0	0
Sb10g003580.1	1741	1579.61	0	0
Sb10g003590.1	240	80.002	1.00043	0.423135
Sb10g003600.1	2789	2627.61	576	7.41743
Sb10g003610.1	1090	928.609	489	17.8184
Sb10g003620.1	2022	1860.61	63	1.14572
Sb10g003630.1	1338	1176.61	92	2.64574
Sb10g003640.1	507	345.609	53	5.18898
Sb10g003650.1	1938	1776.61	1246	23.7311
Sb10g003660.1	1247	1085.61	94	2.92985
Sb10g003670.1	814	652.609	7838	406.391
Sb10g003680.1	1883	1721.61	400	7.86171
Sb10g003680.2	1295	1133.61	0	0
Sb10g003690.1	1429	1267.61	266	7.10048
Sb10g003700.1	1560	1398.61	1202	29.0804
Sb10g003705.1	1140	978.609	79	2.73155
Sb10g003710.1	630	468.609	5865	423.496
Sb10g003720.1	2097	1935.61	97	1.69569
Sb10g003730.1	1659	1497.61	32	0.723008
Sb10g003740.1	1428	1266.61	872	23.2952
Sb10g003745.1	555	393.609	4	0.343864
Sb10g003750.1	930	768.609	30	1.32071
Sb10g003760.1	1775	1613.61	141	2.95674
Sb10g003770.1	1156	994.609	1448	49.2615
Sb10g003780.1	1068	906.609	28	1.04503
Sb10g003790.1	2747	2585.61	106	1.38719
Sb10g003800.1	1314	1152.61	428	12.5647
Sb10g003810.1	1719	1557.61	1283	27.8715
Sb10g003813.1	447	285.638	0	0
Sb10g003816.1	408	246.69	0	0
Sb10g003820.1	2071	1909.61	591	10.4721
Sb10g003830.1	537	375.609	0	0
Sb10g003840.1	1587	1425.61	1097.55	26.0504
Sb10g003840.2	1429	1267.61	69.4531	1.85395
Sb10g003850.1	1735	1573.61	54	1.16115
Sb10g003860.1	1974	1812.61	356	6.64565
Sb10g003865.1	543	381.609	0	0
Sb10g003870.1	1163	1001.61	1495	50.505
Sb10g003875.1	2952	2790.61	5	0.0606265
Sb10g003880.1	788	626.609	2	0.108
Sb10g003890.1	1474	1312.61	109	2.80985
Sb10g003890.2	1622	1460.61	0	0
Sb10g003900.1	1167	1005.61	0	0
Sb10g003910.1	2282	2120.61	103	1.64349
Sb10g003920.1	1625	1463.61	238	5.50229
Sb10g003930.1	1458	1296.61	141	3.67961
Sb10g003940.1	540	378.609	0	0
Sb10g003950.1	636	474.609	236	16.8255
Sb10g003960.1	491	329.609	225	23.098
Sb10g003970.1	2171	2009.61	111	1.86897
Sb10g003980.1	393	231.69	0	0
Sb10g003990.1	1155	993.609	473	16.1078
Sb10g004000.1	1137	975.609	6	0.208098
Sb10g004010.1	1831	1669.61	360	7.29591
Sb10g004013.1	900	738.609	0	0
Sb10g004016.1	288	126.775	0	0
Sb10g004020.1	2865	2703.61	0	0
Sb10g004025.1	1734	1572.61	0	0
Sb10g004030.1	1063	901.609	1117	41.9205
Sb10g004040.1	748	586.609	156	8.99844
Sb10g004045.1	1029	867.609	0	0
Sb10g004050.1	1280	1118.61	34	1.02847
Sb10g004060.1	882	720.609	22	1.03303
Sb10g004070.1	4950	4788.61	2368	16.7326
Sb10g004080.1	804	642.609	0	0
Sb10g004090.1	585	423.609	142.27	11.3642
Sb10g004100.1	411	249.69	133.579	18.1021
Sb10g004110.1	445	283.638	31.8967	3.80517
Sb10g004120.1	1191	1029.61	2	0.0657278
Sb10g004130.1	1091	929.609	336	12.2301
Sb10g004140.1	696	534.609	0	0
Sb10g004150.1	1383	1221.61	0	0
Sb10g004160.1	1636	1474.61	6540.59	150.083
Sb10g004160.2	1609	1447.61	42.4058	0.99121
Sb10g004170.1	1641	1479.61	13	0.297295
Sb10g004180.1	465	303.609	1	0.111449
Sb10g004190.1	1191	1029.61	1	0.0328639
Sb10g004200.1	984	822.609	1	0.0411337
Sb10g004210.1	840	678.609	1	0.0498623
Sb10g004220.1	960	798.609	0	0
Sb10g004225.1	2154	1992.61	0	0
Sb10g004230.1	1470	1308.61	0	0
Sb10g004240.1	1539	1377.61	0	0
Sb10g004250.1	1662	1500.61	1	0.0225488
Sb10g004255.1	1269	1107.61	0	0
Sb10g004260.1	2734	2572.61	4353	57.2541
Sb10g004270.1	924	762.609	13	0.57681
Sb10g004280.1	927	765.609	0	0
Sb10g004290.1	1140	978.609	0	0
Sb10g004300.1	861	699.609	0	0
Sb10g004305.1	870	708.609	1	0.0477513
Sb10g004310.1	936	774.609	0	0
Sb10g004320.1	1173	1011.61	1	0.0334487
Sb10g004330.1	813	651.609	0	0
Sb10g004340.1	1274	1112.61	367	11.1613
Sb10g004345.1	330	168.707	28	5.61586
Sb10g004350.1	711	549.609	0	0
Sb10g004360.1	1575	1413.61	0	0
Sb10g004370.1	1635	1473.61	0	0
Sb10g004380.1	767	605.609	193	10.7834
Sb10g004390.1	678	516.609	0	0
Sb10g004400.1	2533	2371.61	286	4.08051
Sb10g004402.1	411	249.69	105.401	14.2835
Sb10g004405.1	120	14.1664	0	0
Sb10g004407.1	306	144.722	5	1.16903
Sb10g004410.1	1731	1569.61	501	10.8004
Sb10g004420.1	1301	1139.61	664.567	19.7322
Sb10g004420.2	1483	1321.61	257.637	6.59625
Sb10g004420.3	913	751.609	9.79609	0.441014
Sb10g004430.1	1803	1641.61	0	0
Sb10g004440.1	1820	1658.61	27	0.550822
Sb10g004450.1	3721	3559.61	347	3.29852
Sb10g004460.1	1759	1597.61	507	10.7381
Sb10g004465.1	252	91.2127	38	14.0968
Sb10g004470.1	2072	1910.61	162	2.86903
Sb10g004480.1	1404	1242.61	0	0
Sb10g004483.1	135	20.99	0	0
Sb10g004486.1	363	201.69	0	0
Sb10g004490.1	1612	1450.61	439	10.2401
Sb10g004493.1	3282	3120.61	623.715	6.76298
Sb10g004496.1	294	132.749	1	0.254894
Sb10g004500.1	876	714.609	7	0.331452
Sb10g004505.1	540	378.609	0	0
Sb10g004510.1	1242	1080.61	0	0
Sb10g004520.1	1179	1017.61	58	1.92858
Sb10g004530.1	2364	2202.61	0	0
Sb10g004535.1	618	456.609	0	0
Sb10g004540.1	1500	1338.61	1182	29.8783
Sb10g004550.1	732	570.609	680	40.3238
Sb10g004560.1	3279	3117.61	178	1.93192
Sb10g004570.1	1467	1305.61	113	2.92858
Sb10g004580.1	1304	1142.61	1207	35.7438
Sb10g004590.1	815	653.609	1	0.0517694
Sb10g004600.1	1669	1507.61	647	14.5214
Sb10g004602.1	660	498.609	1	0.0678627
Sb10g004604.1	222	65.4333	185	95.6676
Sb10g004606.1	171	40.1638	9	7.58227
Sb10g004608.1	126	16.9185	0	0
Sb10g004610.1	384	222.69	0	0
Sb10g004620.1	558	396.609	0	0
Sb10g004625.1	480	318.609	0	0
Sb10g004630.1	1167	1005.61	0	0
Sb10g004640.1	303	141.722	0	0
Sb10g004650.1	303	141.722	0	0
Sb10g004655.1	120	14.1664	0	0
Sb10g004660.1	813	651.609	11	0.571212
Sb10g004670.1	1416	1254.61	29	0.782134
Sb10g004680.1	3289	3127.61	4182	45.2442
Sb10g004682.1	1632	1470.61	644	14.8177
Sb10g004685.1	663	501.609	163	10.9955
Sb10g004687.1	285	123.775	17	4.64737
Sb10g004690.1	942	780.609	1	0.0433469
Sb10g004700.1	1417	1255.61	0	0
Sb10g004700.2	1399	1237.61	328	8.96772
Sb10g004710.1	1532	1370.61	59	1.45657
Sb10g004720.1	1370	1208.61	556.537	15.5812
Sb10g004720.2	1474	1312.61	183.351	4.7265
Sb10g004720.3	1557	1395.61	992.112	24.0541
Sb10g004730.1	2055	1893.61	162	2.89479
Sb10g004740.1	1198	1036.61	869	28.3659
Sb10g004750.1	1014	852.609	330	13.0965
Sb10g004760.1	3165	3003.61	22	0.24784
Sb10g004770.1	972	810.609	18	0.751368
Sb10g004780.1	2809	2647.61	217	2.7733
Sb10g004790.1	975	813.609	0	0
Sb10g004793.1	1499	1337.61	97	2.45377
Sb10g004796.1	240	80.002	2	0.845903
Sb10g004800.1	2560	2398.61	308	4.34493
Sb10g004810.1	2558	2396.61	69	0.97419
Sb10g004820.1	1548	1386.61	2	0.0488054
Sb10g004830.1	2439	2277.61	29	0.430835
Sb10g004840.1	1902	1740.61	927.412	18.0286
