target_id	length	eff_length	est_counts	tpm
Sb10g000720.1	1086	905.159	23780	563.675
Sb10g000730.1	1684	1503.16	203.77	2.90856
Sb10g000730.2	1600	1419.16	513.747	7.76711
Sb10g000730.3	1235	1054.16	207.483	4.22297
Sb10g000740.1	711	530.159	404	16.35
Sb10g000750.1	1464	1283.16	0	0
Sb10g000753.1	126	17.6244	0	0
Sb10g000756.1	792	611.159	1	0.0351065
Sb10g000760.1	291	111.588	0	0
Sb10g000770.1	816	635.159	0	0
Sb10g000780.1	717	536.159	0	0
Sb10g000790.1	831	650.159	0	0
Sb10g000800.1	1839	1658.16	486	6.28857
Sb10g000805.1	198	44.7265	224	107.455
Sb10g000810.1	456	275.275	15	1.16914
Sb10g000815.1	2079	1898.16	0	0
Sb10g000820.1	1518	1337.16	0	0
Sb10g000830.1	1247	1066.16	141	2.83752
Sb10g000840.1	1074	893.159	31	0.744688
Sb10g000850.1	573	392.21	0	0
Sb10g000860.1	3072	2891.16	0	0
Sb10g000870.1	3640	3459.16	652.678	4.04827
Sb10g000880.1	1009	828.159	52.3222	1.35555
Sb10g000890.1	1118	937.159	4007	91.7377
Sb10g000900.1	861	680.159	631	19.9049
Sb10g000910.1	654	473.21	96	4.35271
Sb10g000915.1	216	48.1997	21	9.34796
Sb10g000920.1	1518	1337.16	18	0.288823
Sb10g000930.1	511	330.247	3	0.194906
Sb10g000940.1	1301	1120.16	829	15.8788
Sb10g000950.1	582	401.21	0	0
Sb10g000960.1	1397	1216.16	12.4812	0.220195
Sb10g000960.2	1399	1218.16	2.51878	0.0443638
Sb10g000970.1	717	536.159	0	0
Sb10g000980.1	3815	3634.16	74	0.436887
Sb10g000990.1	1101	920.159	835	19.47
Sb10g001000.1	345	164.462	324	42.2689
Sb10g001010.1	3144	2963.16	10	0.072408
Sb10g001020.1	1680	1499.16	1	0.0143118
Sb10g001030.1	3342	3161.16	155	1.05203
Sb10g001040.1	591	410.21	0	0
Sb10g001050.1	2063	1882.16	2989	34.0731
Sb10g001050.2	1988	1807.16	0	0
Sb10g001060.1	2815	2634.16	1223	9.96153
Sb10g001070.1	3162	2981.16	1065	7.66489
Sb10g001080.1	561	380.21	37	2.08795
Sb10g001090.1	1605	1424.16	13	0.195851
Sb10g001100.1	1481	1300.16	76	1.25418
Sb10g001101.1	765	584.159	0	0
Sb10g001102.1	435	254.302	0	0
Sb10g001103.1	3246	3065.16	3	0.0209995
Sb10g001105.1	297	117.38	0.531969	0.0972375
Sb10g001106.1	2168	1987.16	1096	11.8337
Sb10g001107.1	870	689.159	227	7.06721
Sb10g001108.1	375	194.325	0	0
Sb10g001110.1	2180	1999.16	281	3.01579
Sb10g001115.1	171	37.3141	5	2.875
Sb10g001120.1	2366	2185.16	19569	192.144
Sb10g001130.1	531	350.247	0	0
Sb10g001140.1	1269	1088.16	0	0
Sb10g001145.1	210	46.3429	4	1.8519
Sb10g001150.1	1152	971.159	217	4.79414
Sb10g001160.1	1746	1565.16	376	5.15432
Sb10g001165.1	390	209.325	0	0
Sb10g001170.1	801	620.159	0	0
Sb10g001180.1	474	293.247	15	1.09749
Sb10g001190.1	240	63.254	4	1.35679
Sb10g001200.1	1287	1106.16	130	2.52155
Sb10g001210.1	597	416.21	15	0.773251
Sb10g001220.1	1237	1056.16	2749	55.8454
Sb10g001230.1	1380	1199.16	18	0.32206
Sb10g001240.1	601	420.21	913	46.6172
Sb10g001250.1	2063	1882.16	292	3.32865
Sb10g001260.1	336	155.526	0	0
Sb10g001270.1	615	434.21	4196	207.337
Sb10g001280.1	1685	1504.16	1760	25.105
Sb10g001290.1	1761	1580.16	0	0
Sb10g001300.1	821	640.159	18	0.60329
Sb10g001310.1	2726	2545.16	1192	10.0485
Sb10g001320.1	1568	1387.16	692	10.7034
Sb10g001330.1	1206	1025.16	187	3.91374
Sb10g001340.1	285	105.751	0	0
Sb10g001350.1	1470	1289.16	53	0.882086
Sb10g001360.1	762	581.159	5	0.184594
Sb10g001370.1	1504	1323.16	1174	19.037
Sb10g001380.1	2422	2241.16	833	7.97469
Sb10g001390.1	669	488.21	344	15.118
Sb10g001400.1	1020	839.159	39	0.997154
Sb10g001410.1	1688	1507.16	2163	30.7921
Sb10g001420.1	2334	2153.16	6	0.0597884
Sb10g001430.1	1022	841.159	19	0.484638
Sb10g001440.1	1672	1491.16	0	0
Sb10g001450.1	1524	1343.16	0	0
Sb10g001460.1	660	479.21	0	0
Sb10g001470.1	2487	2306.16	0	0
Sb10g001480.1	642	461.21	0	0
Sb10g001485.1	324	143.735	137.59	20.5384
Sb10g001490.1	510	329.247	14.4059	0.938775
Sb10g001500.1	653	472.21	0	0
Sb10g001510.1	544	363.247	2184	129.001
Sb10g001515.1	348	167.412	3	0.384481
Sb10g001520.1	1641	1460.16	43	0.631844
Sb10g001530.1	2544	2363.16	841	7.63563
Sb10g001540.1	1524	1343.16	44	0.702857
Sb10g001550.1	1278	1097.16	576.955	11.2827
Sb10g001550.2	1108	927.159	17.0455	0.394454
Sb10g001560.1	3018	2837.16	2804.42	21.2081
Sb10g001560.2	2920	2739.16	56.5781	0.443172
Sb10g001570.1	597	416.21	0	0
Sb10g001580.1	2592	2411.16	0	0
Sb10g001590.1	966	785.159	0	0
Sb10g001600.1	1515	1334.16	120	1.92981
Sb10g001610.1	1208	1027.16	718	14.9978
Sb10g001620.1	1011	830.159	11	0.284298
Sb10g001630.1	1460	1279.16	182	3.05273
Sb10g001640.1	1776	1595.16	893	12.0113
Sb10g001650.1	1017	836.159	0	0
Sb10g001660.1	1287	1106.16	174	3.375
Sb10g001670.1	2434	2253.16	203	1.93306
Sb10g001680.1	3067	2886.16	85	0.631888
Sb10g001690.1	1875	1694.16	0	0
Sb10g001700.1	1486	1305.16	0	0
Sb10g001710.1	933	752.159	0	0
Sb10g001715.1	201	44.8105	0	0
Sb10g001720.1	591	410.21	0	0
Sb10g001730.1	2287	2106.16	741	7.54864
Sb10g001740.1	637	456.21	463	21.775
Sb10g001750.1	1834	1653.16	353.112	4.5829
Sb10g001750.2	1489	1308.16	82.8875	1.35947
Sb10g001760.1	546	365.247	0	0
Sb10g001770.1	750	569.159	10	0.376971
Sb10g001780.1	508	327.247	1956	128.243
Sb10g001790.1	1155	974.159	15	0.330372
Sb10g001800.1	1134	953.159	30	0.675301
Sb10g001810.1	1686	1505.16	285.786	4.0738
Sb10g001820.1	1233	1052.16	125	2.549
Sb10g001830.1	2111	1930.16	673	7.48107
Sb10g001840.1	2309	2128.16	2912.74	29.3657
Sb10g001840.2	2390	2209.16	25.2566	0.245295
Sb10g001850.1	2151	1970.16	195	2.12361
Sb10g001860.1	969	788.159	651	17.7218
Sb10g001870.1	804	623.159	1194	41.11
Sb10g001873.1	863	682.159	10	0.314526
Sb10g001876.1	423	242.302	0	0
Sb10g001880.1	1866	1685.16	199	2.53369
Sb10g001890.1	1538	1357.16	87.0511	1.37621
Sb10g001900.1	1479	1298.16	1545.95	25.5511
Sb10g001910.1	870	689.159	0	0
Sb10g001920.1	369	188.344	5	0.569586
Sb10g001930.1	2229	2048.16	3	0.0314267
Sb10g001940.1	903	722.159	376	11.1711
Sb10g001950.1	1942	1761.16	533	6.49337
Sb10g001960.1	2191	2010.16	898.162	9.58663
Sb10g001960.2	1997	1816.16	516.302	6.09947
Sb10g001960.3	2179	1998.16	630.55	6.77066
Sb10g001960.4	2286	2105.16	11.9858	0.122159
Sb10g001970.1	3357	3176.16	10	0.0675522
Sb10g001980.1	462	281.275	0	0
Sb10g001990.1	1662	1481.16	635	9.19843
Sb10g001995.1	561	380.21	2	0.112862
Sb10g002000.1	2539	2358.16	67	0.609598
Sb10g002010.1	940	759.159	158	4.46546
Sb10g002020.1	1637	1456.16	809	11.9201
Sb10g002030.1	998	817.159	1323	34.7372
Sb10g002040.1	809	628.159	3133.19	107.019
Sb10g002050.1	1209	1028.16	223	4.65357
Sb10g002060.1	1728	1547.16	0	0
Sb10g002070.1	2495	2314.16	521	4.83043
Sb10g002080.1	912	731.159	15	0.440171
Sb10g002090.1	1530	1349.16	14	0.222642
Sb10g002100.1	1438	1257.16	1735	29.6109
Sb10g002105.1	441	260.302	52	4.28615
Sb10g002110.1	1783	1602.16	297	3.97734
Sb10g002120.1	1554	1373.16	23	0.359376
Sb10g002130.1	1564	1383.16	2	0.0310241
Sb10g002140.1	2334	2153.16	0	0
Sb10g002150.1	945	764.159	6.04472	0.16972
Sb10g002155.1	669	488.21	0	0
Sb10g002160.1	318	137.846	0	0
Sb10g002170.1	595	414.21	2464	127.633
Sb10g002180.1	1293	1112.16	847	16.3402
Sb10g002190.1	1226	1045.16	16	0.328458
Sb10g002200.1	2207	2026.16	60.7382	0.643176
Sb10g002200.2	2204	2023.16	10.2618	0.108827
Sb10g002210.1	2273	2092.16	169	1.73314
Sb10g002220.1	2527	2346.16	9310	85.14
Sb10g002225.1	240	63.254	11.6746	3.96001
Sb10g002230.1	1846	1665.16	725	9.34166
Sb10g002240.1	614	433.21	2943	145.758
Sb10g002250.1	2484	2303.16	24	0.223578
Sb10g002260.1	914	733.159	384	11.2376
Sb10g002265.1	450	269.302	0	0
Sb10g002270.1	177	40.0158	0	0
Sb10g002280.1	1477	1296.16	273	4.51904
Sb10g002290.1	735	554.159	580	22.4562
Sb10g002300.1	1686	1505.16	37	0.527425
Sb10g002310.1	1245	1064.16	215	4.33485
Sb10g002315.1	303	123.2	0	0
Sb10g002320.1	1620	1439.16	0	0
Sb10g002330.1	696	515.159	0	0
Sb10g002340.1	510	329.247	4	0.260664
Sb10g002350.1	216	48.1997	1	0.445141
Sb10g002360.1	489	308.247	0	0
Sb10g002370.1	1550	1369.16	2059.59	32.2752
Sb10g002373.1	444	263.302	7	0.570408
Sb10g002376.1	1353	1172.16	3	0.0549132
Sb10g002380.1	207	45.6251	0	0
Sb10g002385.1	453	272.275	142.361	11.2183
Sb10g002390.1	636	455.21	0	0
Sb10g002400.1	1397	1216.16	339.408	5.98789
Sb10g002411.1	1932	1751.16	46	0.563604
Sb10g002420.1	1315	1134.16	1589	30.0602
Sb10g002430.1	1941	1760.16	893	10.8853
Sb10g002440.1	810	629.159	377	12.8565
Sb10g002450.1	711	530.159	265	10.7246
Sb10g002460.1	2034	1853.16	67043	776.216
Sb10g002480.1	1421	1240.16	2396.11	41.4545
Sb10g002480.2	1516	1335.16	150.885	2.42469
Sb10g002485.1	372	191.325	0	0
Sb10g002490.1	1652	1471.16	0	0
Sb10g002500.1	1671	1490.16	1	0.0143982
Sb10g002510.1	2712	2531.16	269	2.28021
Sb10g002520.1	1153	972.159	17.4362	0.384818
Sb10g002520.2	1058	877.159	340.564	8.33032
Sb10g002525.1	339	158.511	17	2.30108
Sb10g002530.1	1527	1346.16	1479	23.5729
Sb10g002540.1	624	443.21	414	20.0416
Sb10g002550.1	1400	1219.16	0	0
Sb10g002555.1	150	28.3278	0	0
Sb10g002560.1	1581	1400.16	48	0.735539
Sb10g002570.1	1393	1212.16	576	10.1954
Sb10g002580.1	1135	954.159	207	4.6547
Sb10g002590.1	366	185.344	86	9.95546
Sb10g002600.1	1367	1186.16	660.103	11.9402
Sb10g002600.2	1121	940.159	0	0
Sb10g002610.1	1677	1496.16	768.47	11.0202
Sb10g002610.2	1685	1504.16	128.53	1.83337
Sb10g002620.1	1872	1691.16	50	0.634347
Sb10g002630.1	2200	2019.16	461.194	4.90066
Sb10g002630.2	1988	1807.16	34.8063	0.41324
Sb10g002640.1	960	779.159	0	0
Sb10g002650.1	1893	1712.16	34	0.426066
Sb10g002660.1	1505	1324.16	34	0.55091
Sb10g002670.1	975	794.159	197	5.32231
Sb10g002680.1	690	509.159	5	0.210697
Sb10g002690.1	1225	1044.16	273.45	5.61892
Sb10g002700.1	1152	971.159	1032.56	22.8122
Sb10g002710.1	591	410.21	0	0
Sb10g002715.1	228	54.3762	0	0
Sb10g002720.1	1017	836.159	732	18.783
Sb10g002725.1	540	359.247	0	0
Sb10g002730.1	306	126.137	0	0
Sb10g002735.1	2871	2690.16	0	0
Sb10g002740.1	858	677.159	6	0.190109
Sb10g002750.1	1528	1347.16	15	0.238899
Sb10g002760.1	2842	2661.16	721	5.81308
Sb10g002770.1	1566	1385.16	28	0.433711
Sb10g002780.1	1633	1452.16	682	10.0766
Sb10g002790.1	1192	1011.16	1141	24.2107
Sb10g002800.1	1737	1556.16	19	0.261964
Sb10g002810.1	177	40.0158	34	18.2301
Sb10g002820.1	749	568.159	12	0.453162
Sb10g002830.1	740	559.159	2	0.0767426
Sb10g002840.1	1407	1226.16	546.951	9.5707
Sb10g002840.2	1381	1200.16	434.049	7.75964
Sb10g002850.1	659	478.21	0	0
Sb10g002860.1	354	173.344	0	0
Sb10g002870.1	951	770.159	0	0
Sb10g002880.1	710	529.159	0	0
Sb10g002890.1	687	506.21	0	0
Sb10g002900.1	348	167.412	0	0
Sb10g002910.1	2061	1880.16	43	0.490699
Sb10g002915.1	120	15.4157	0	0
Sb10g002920.1	1410	1229.16	381	6.65057
Sb10g002930.1	1374	1193.16	0	0
Sb10g002940.1	858	677.159	501	15.8741
Sb10g002950.1	1520	1339.16	204	3.26843
Sb10g002953.1	372	191.325	0	0
Sb10g002956.1	1692	1511.16	20	0.283963
Sb10g002960.1	2803	2622.16	830	6.79142
Sb10g002970.1	696	515.159	382	15.9098
Sb10g002980.1	765	584.159	96.3659	3.53943
Sb10g002980.2	566	385.21	1290.63	71.8865
Sb10g002990.1	2103	1922.16	193	2.15432
Sb10g003000.1	1536	1355.16	683	10.8136
Sb10g003010.1	2523	2342.16	10	0.0916063
Sb10g003020.1	2589	2408.16	0	0
Sb10g003030.1	1170	989.159	0	0
Sb10g003040.1	1336	1155.16	265	4.92205
Sb10g003045.1	3117	2936.16	0	0
Sb10g003050.1	2396	2215.16	67	0.64895
Sb10g003060.1	1607	1426.16	64	0.962839
Sb10g003070.1	2489	2308.16	334	3.10472
Sb10g003080.1	1793	1612.16	0	0
Sb10g003090.1	1655	1474.16	0	0
Sb10g003100.1	858	677.159	0	0
Sb10g003110.1	1320	1139.16	138.395	2.60663
Sb10g003120.1	814	633.159	5256	178.108
Sb10g003130.1	982	801.159	65	1.74075
Sb10g003140.1	1149	968.159	0	0
Sb10g003150.1	1296	1115.16	0	0
Sb10g003160.1	1467	1286.16	0	0
Sb10g003170.1	1261	1080.16	830	16.4866
Sb10g003180.1	1103	922.159	3	0.0698003
Sb10g003190.1	1273	1092.16	3660	71.9013
Sb10g003200.1	856	675.159	1671	53.1022
Sb10g003210.1	2187	2006.16	32	0.342236
Sb10g003220.1	348	167.412	2	0.256321
Sb10g003230.1	530	349.247	245	15.0513
Sb10g003240.1	565	384.21	99	5.52852
Sb10g003245.1	366	185.344	34	3.93588
Sb10g003250.1	651	470.21	10	0.4563
Sb10g003260.1	567	386.21	0	0
Sb10g003270.1	363	182.344	0	0
Sb10g003275.1	360	179.344	0	0
Sb10g003280.1	357	176.344	591	71.9065
Sb10g003285.1	210	46.3429	0	0
Sb10g003290.1	441	260.302	0	0
Sb10g003300.1	1528	1347.16	110	1.75192
Sb10g003310.1	1925	1744.16	422.026	5.19152
Sb10g003310.2	2020	1839.16	636.974	7.43095
Sb10g003320.1	1145	964.159	241.051	5.36416
Sb10g003320.2	1179	998.159	34.4131	0.739718
Sb10g003320.3	1123	942.159	21.5361	0.490439
Sb10g003330.1	771	590.159	0	0
Sb10g003340.1	1518	1337.16	74	1.18738
Sb10g003350.1	765	584.159	0	0
Sb10g003355.1	1311	1130.16	33	0.626493
Sb10g003360.1	1083	902.159	0	0
Sb10g003370.1	2121	1940.16	5	0.0552935
Sb10g003380.1	678	497.21	51	2.20076
Sb10g003390.1	2046	1865.16	28	0.322095
Sb10g003395.1	876	695.159	0	0
Sb10g003400.1	1056	875.159	0	0
Sb10g003410.1	1929	1748.16	1	0.0122733
Sb10g003415.1	1020	839.159	0	0
Sb10g003420.1	1379	1198.16	357	6.39286
Sb10g003430.1	1995	1814.16	28	0.33115
Sb10g003440.1	522	341.247	875	55.015
Sb10g003450.1	1639	1458.16	3389	49.8664
Sb10g003460.1	1574	1393.16	92	1.41687
Sb10g003470.1	348	167.412	658	84.3296
Sb10g003480.1	1671	1490.16	507	7.2999
Sb10g003500.1	1445	1264.16	1837	31.1781
Sb10g003510.1	400	219.325	48	4.69563
Sb10g003515.1	378	197.325	71	7.72
Sb10g003520.1	750	569.159	1	0.0376971
Sb10g003530.1	1127	946.159	205	4.6487
Sb10g003540.1	654	473.21	19	0.861473
Sb10g003545.1	832	651.159	7	0.23065
Sb10g003550.1	1254	1073.16	2478.25	49.5476
Sb10g003550.2	1326	1145.16	24.7489	0.463695
Sb10g003560.1	1380	1199.16	18	0.32206
Sb10g003570.1	684	503.21	0	0
Sb10g003580.1	1741	1560.16	0	0
Sb10g003590.1	240	63.254	1	0.339198
Sb10g003600.1	2789	2608.16	288	2.36919
Sb10g003610.1	1090	909.159	248	5.85266
Sb10g003620.1	2022	1841.16	39	0.45448
Sb10g003630.1	1338	1157.16	43	0.797291
Sb10g003640.1	507	326.247	60	3.94591
Sb10g003650.1	1938	1757.16	1087	13.2727
Sb10g003660.1	1247	1066.16	106	2.13317
Sb10g003670.1	814	633.159	6522	221.009
Sb10g003680.1	1883	1702.16	257	3.23948
Sb10g003680.2	1295	1114.16	0	0
Sb10g003690.1	1429	1248.16	126	2.16592
Sb10g003700.1	1560	1379.16	1	0.0155571
Sb10g003705.1	1140	959.159	36	0.805292
Sb10g003710.1	630	449.21	6100	291.355
Sb10g003720.1	2097	1916.16	70	0.783805
Sb10g003730.1	1659	1478.16	11	0.159666
Sb10g003740.1	1428	1247.16	1098	18.8896
Sb10g003745.1	555	374.21	0	0
Sb10g003750.1	930	749.159	23	0.658712
Sb10g003760.1	1775	1594.16	106	1.42664
Sb10g003770.1	1156	975.159	992	21.8262
Sb10g003780.1	1068	887.159	29	0.701356
Sb10g003790.1	2747	2566.16	88	0.735768
Sb10g003800.1	1314	1133.16	468	8.86128
Sb10g003810.1	1719	1538.16	1163	16.2226
Sb10g003813.1	447	266.302	0	0
Sb10g003816.1	408	227.325	0	0
Sb10g003820.1	2071	1890.16	635	7.20804
Sb10g003830.1	537	356.247	2	0.120454
Sb10g003840.1	1587	1406.16	1064.71	16.2457
Sb10g003840.2	1429	1248.16	602.293	10.3533
Sb10g003850.1	1735	1554.16	30	0.414159
Sb10g003860.1	1974	1793.16	516	6.17408
Sb10g003865.1	543	362.247	0	0
Sb10g003870.1	1163	982.159	1343	29.3384
Sb10g003875.1	2952	2771.16	3	0.0232274
Sb10g003880.1	788	607.159	0	0
Sb10g003890.1	1474	1293.16	110	1.82508
Sb10g003890.2	1622	1441.16	0	0
Sb10g003900.1	1167	986.159	0	0
Sb10g003910.1	2282	2101.16	18	0.183804
Sb10g003920.1	1625	1444.16	146	2.1691
Sb10g003930.1	1458	1277.16	170	2.85592
Sb10g003940.1	540	359.247	4	0.238896
Sb10g003950.1	636	455.21	215	10.1337
Sb10g003960.1	491	310.247	112	7.74555
Sb10g003970.1	2171	1990.16	187	2.01602
Sb10g003980.1	393	212.325	0	0
Sb10g003990.1	1155	974.159	387	8.5236
Sb10g004000.1	1137	956.159	9	0.201955
Sb10g004010.1	1831	1650.16	298	3.87465
Sb10g004013.1	900	719.159	0	0
Sb10g004016.1	288	108.654	0	0
Sb10g004020.1	2865	2684.16	0	0
Sb10g004025.1	1734	1553.16	0	0
Sb10g004030.1	1063	882.159	881	21.4275
Sb10g004040.1	748	567.159	264	9.98713
Sb10g004045.1	1029	848.159	0	0
Sb10g004050.1	1280	1099.16	38	0.741762
Sb10g004060.1	882	701.159	56	1.71361
Sb10g004070.1	4950	4769.16	2397	10.7837
Sb10g004080.1	804	623.159	1	0.0344305
Sb10g004090.1	585	404.21	180.411	9.57632
Sb10g004100.1	411	230.325	61.4891	5.72794
Sb10g004110.1	445	264.302	4.69294	0.380966
Sb10g004120.1	1191	1010.16	1	0.0212399
Sb10g004130.1	1091	910.159	264	6.22341
Sb10g004140.1	696	515.159	0	0
Sb10g004150.1	1383	1202.16	2	0.0356952
Sb10g004160.1	1636	1455.16	5455	80.4315
Sb10g004160.2	1609	1428.16	0	0
Sb10g004170.1	1641	1460.16	3	0.0440822
Sb10g004180.1	465	284.247	0	0
Sb10g004190.1	1191	1010.16	0	0
Sb10g004200.1	984	803.159	0	0
Sb10g004210.1	840	659.159	0	0
Sb10g004220.1	960	779.159	0	0
Sb10g004225.1	2154	1973.16	0	0
Sb10g004230.1	1470	1289.16	0	0
Sb10g004240.1	1539	1358.16	4	0.0631904
Sb10g004250.1	1662	1481.16	0	0
Sb10g004255.1	1269	1088.16	0	0
Sb10g004260.1	2734	2553.16	4629	38.9001
Sb10g004270.1	924	743.159	6	0.173225
Sb10g004280.1	927	746.159	0	0
Sb10g004290.1	1140	959.159	0	0
Sb10g004300.1	861	680.159	0	0
Sb10g004305.1	870	689.159	0	0
Sb10g004310.1	936	755.159	0	0
Sb10g004320.1	1173	992.159	0	0
Sb10g004330.1	813	632.159	0	0
Sb10g004340.1	1274	1093.16	264	5.18158
Sb10g004345.1	330	149.632	27	3.87151
Sb10g004350.1	711	530.159	0	0
Sb10g004360.1	1575	1394.16	0	0
Sb10g004370.1	1635	1454.16	0	0
Sb10g004380.1	767	586.159	221	8.08944
Sb10g004390.1	678	497.21	0	0
Sb10g004400.1	2533	2352.16	410	3.73989
Sb10g004402.1	411	230.325	42.0775	3.91968
Sb10g004405.1	120	15.4157	0	0
Sb10g004407.1	306	126.137	4	0.680389
Sb10g004410.1	1731	1550.16	698	9.66097
Sb10g004420.1	1301	1120.16	246.099	4.71381
Sb10g004420.2	1483	1302.16	246.226	4.05706
Sb10g004420.3	913	732.159	80.6754	2.36416
Sb10g004430.1	1803	1622.16	0	0
Sb10g004440.1	1820	1639.16	51	0.667561
Sb10g004450.1	3721	3540.16	315	1.9091
Sb10g004460.1	1759	1578.16	513	6.97442
Sb10g004465.1	252	73.9988	28	8.11849
Sb10g004470.1	2072	1891.16	122	1.38412
Sb10g004480.1	1404	1223.16	0	0
Sb10g004483.1	135	21.6583	0	0
Sb10g004486.1	363	182.344	0	0
Sb10g004490.1	1612	1431.16	500	7.4959
Sb10g004493.1	3282	3101.16	720	4.98138
Sb10g004496.1	294	114.508	0	0
Sb10g004500.1	876	695.159	11	0.339508
Sb10g004505.1	540	359.247	0	0
Sb10g004510.1	1242	1061.16	0	0
Sb10g004520.1	1179	998.159	38	0.816818
Sb10g004530.1	2364	2183.16	8	0.0786224
Sb10g004535.1	618	437.21	0	0
Sb10g004540.1	1500	1319.16	319	5.18842
Sb10g004550.1	732	551.159	1627	63.3363
Sb10g004560.1	3279	3098.16	110	0.761782
Sb10g004570.1	1467	1286.16	92	1.53474
Sb10g004580.1	1304	1123.16	836	15.9701
Sb10g004590.1	815	634.159	1	0.0338332
Sb10g004600.1	1669	1488.16	444	6.4014
Sb10g004602.1	660	479.21	0	0
Sb10g004604.1	222	50.8331	604	254.937
Sb10g004606.1	171	37.3141	14	8.05001
Sb10g004608.1	126	17.6244	0	0
Sb10g004610.1	384	203.325	0	0
Sb10g004620.1	558	377.21	0	0
Sb10g004625.1	480	299.247	0	0
Sb10g004630.1	1167	986.159	0	0
Sb10g004640.1	303	123.2	0	0
Sb10g004650.1	303	123.2	0	0
Sb10g004655.1	120	15.4157	0	0
Sb10g004660.1	813	632.159	2	0.0678806
Sb10g004670.1	1416	1235.16	0	0
Sb10g004680.1	3289	3108.16	4647	32.0783
Sb10g004682.1	1632	1451.16	569	8.41277
Sb10g004685.1	663	482.21	166	7.38608
Sb10g004687.1	285	105.751	4	0.81155
Sb10g004690.1	942	761.159	0	0
Sb10g004700.1	1417	1236.16	0	0
Sb10g004700.2	1399	1218.16	217	3.82206
Sb10g004710.1	1532	1351.16	33	0.524022
Sb10g004720.1	1370	1189.16	241.589	4.35891
Sb10g004720.2	1474	1293.16	153.957	2.55441
Sb10g004720.3	1557	1376.16	175.454	2.7355
Sb10g004730.1	2055	1874.16	117	1.33943
Sb10g004740.1	1198	1017.16	522	11.0109
Sb10g004750.1	1014	833.159	322	8.2922
Sb10g004760.1	3165	2984.16	12	0.0862782
Sb10g004770.1	972	791.159	11	0.298312
Sb10g004780.1	2809	2628.16	299	2.44096
Sb10g004790.1	975	794.159	1	0.0270168
Sb10g004793.1	1499	1318.16	221	3.59721
Sb10g004796.1	240	63.254	1	0.339198
Sb10g004800.1	2560	2379.16	767	6.91693
Sb10g004810.1	2558	2377.16	82	0.740112
Sb10g004820.1	1548	1367.16	2	0.0313872
Sb10g004830.1	2439	2258.16	34	0.323047
Sb10g004840.1	1902	1721.16	784.901	9.78442
Sb10g004850.1	1688	1507.16	240.389	3.42213
