target_id	length	eff_length	est_counts	tpm
Sb10g002315.1	303	125.316	0	0
Sb10g002320.1	1620	1441.15	0	0
Sb10g002330.1	696	517.149	0	0
Sb10g002340.1	510	331.299	0	0
Sb10g002350.1	216	47.5415	0	0
Sb10g002360.1	489	310.299	5	0.336043
Sb10g002370.1	1550	1371.15	4213.66	64.0886
Sb10g002373.1	444	265.299	10	0.786086
Sb10g002376.1	1353	1174.15	8	0.142093
Sb10g002380.1	207	43.3334	0	0
Sb10g002385.1	453	274.299	262.394	19.9497
Sb10g002390.1	636	457.194	0	0
Sb10g002400.1	1397	1218.15	812.342	13.9074
Sb10g002411.1	1932	1753.15	85	1.01113
Sb10g002420.1	1315	1136.15	4006	73.5329
Sb10g002430.1	1941	1762.15	969	11.468
Sb10g002440.1	810	631.149	719	23.7576
Sb10g002450.1	711	532.149	346	13.5597
Sb10g002460.1	2034	1855.15	11126	125.074
Sb10g002480.1	1421	1242.15	790.188	13.2667
Sb10g002480.2	1516	1337.15	18.812	0.293401
Sb10g002485.1	372	193.325	0	0
Sb10g002490.1	1652	1473.15	0	0
Sb10g002500.1	1671	1492.15	0	0
Sb10g002510.1	2712	2533.15	334	2.74974
Sb10g002520.1	1153	974.149	37.497	0.802745
Sb10g002520.2	1058	879.149	579.503	13.7467
Sb10g002525.1	339	160.578	2	0.259747
Sb10g002530.1	1527	1348.15	785	12.1433
Sb10g002540.1	624	445.194	90	4.21598
Sb10g002550.1	1400	1221.15	0	0
Sb10g002555.1	150	27.1213	0	0
Sb10g002560.1	1581	1402.15	134	1.99304
Sb10g002570.1	1393	1214.15	710	12.1953
Sb10g002580.1	1135	956.149	352	7.67756
Sb10g002590.1	366	187.325	70	7.79307
Sb10g002600.1	1367	1188.15	639.574	11.226
Sb10g002600.2	1121	942.149	0	0
Sb10g002610.1	1677	1498.15	534.54	7.441
Sb10g002610.2	1685	1506.15	259.46	3.5926
Sb10g002620.1	1872	1693.15	10	0.123172
Sb10g002630.1	2200	2021.15	571.165	5.89345
Sb10g002630.2	1988	1809.15	63.835	0.735853
Sb10g002640.1	960	781.149	2	0.0533952
Sb10g002650.1	1893	1714.15	13	0.158162
Sb10g002660.1	1505	1326.15	32	0.503227
Sb10g002670.1	975	796.149	186	4.8722
Sb10g002680.1	690	511.149	10	0.407999
Sb10g002690.1	1225	1046.15	278	5.54188
Sb10g002700.1	1152	973.149	1368.31	29.3233
Sb10g002710.1	591	412.194	0	0
Sb10g002715.1	228	55.379	0	0
Sb10g002720.1	1017	838.149	710	17.6662
Sb10g002725.1	540	361.231	0	0
Sb10g002730.1	306	128.201	0	0
Sb10g002735.1	2871	2692.15	0	0
Sb10g002740.1	858	679.149	7	0.214951
Sb10g002750.1	1528	1349.15	73	1.12842
Sb10g002760.1	2842	2663.15	637	4.98827
Sb10g002770.1	1566	1387.15	14	0.21048
Sb10g002780.1	1633	1454.15	615	8.82008
Sb10g002790.1	1192	1013.15	80	1.64673
Sb10g002800.1	1737	1558.15	53	0.70937
Sb10g002810.1	177	36.6124	29	16.5187
Sb10g002820.1	749	570.149	20	0.731557
Sb10g002830.1	740	561.149	11	0.408809
Sb10g002840.1	1407	1228.15	834.55	14.1712
Sb10g002840.2	1381	1202.15	599.45	10.3992
Sb10g002850.1	659	480.149	0	0
Sb10g002860.1	354	175.379	0	0
Sb10g002870.1	951	772.149	0	0
Sb10g002880.1	710	531.149	0	0
Sb10g002890.1	687	508.149	0	0
Sb10g002900.1	348	169.413	4	0.4924
Sb10g002910.1	2061	1882.15	14	0.155124
Sb10g002915.1	120	15.1582	0	0
Sb10g002920.1	1410	1231.15	345	5.84406
Sb10g002930.1	1374	1195.15	1	0.0174495
Sb10g002940.1	858	679.149	451	13.849
Sb10g002950.1	1520	1341.15	26	0.404299
Sb10g002953.1	372	193.325	1	0.107874
Sb10g002956.1	1692	1513.15	14	0.192953
Sb10g002960.1	2803	2624.15	883	7.01743
Sb10g002970.1	696	517.149	50	2.01633
Sb10g002980.1	765	586.149	163.076	5.80213
Sb10g002980.2	566	387.194	1892.92	101.955
Sb10g002990.1	2103	1924.15	1001	10.8493
Sb10g003000.1	1536	1357.15	758	11.6479
Sb10g003010.1	2523	2344.15	11	0.0978619
Sb10g003020.1	2589	2410.15	0	0
Sb10g003030.1	1170	991.149	0	0
Sb10g003040.1	1336	1157.15	239	4.3074
Sb10g003045.1	3117	2938.15	0	0
Sb10g003050.1	2396	2217.15	118	1.10992
Sb10g003060.1	1607	1428.15	155	2.26342
Sb10g003070.1	2489	2310.15	156	1.40829
Sb10g003080.1	1793	1614.15	0	0
Sb10g003090.1	1655	1476.15	0	0
Sb10g003100.1	858	679.149	0	0
Sb10g003110.1	1320	1141.15	116	2.11993
Sb10g003120.1	814	635.149	4319	141.812
Sb10g003130.1	982	803.149	57	1.48008
Sb10g003140.1	1149	970.149	0	0
Sb10g003150.1	1296	1117.15	0	0
Sb10g003160.1	1467	1288.15	0	0
Sb10g003170.1	1261	1082.15	426	8.20973
Sb10g003180.1	1103	924.149	0	0
Sb10g003190.1	1273	1094.15	2917	55.5989
Sb10g003200.1	856	677.149	3179	97.9067
Sb10g003210.1	2187	2008.15	15	0.155776
Sb10g003220.1	348	169.413	9	1.1079
Sb10g003230.1	530	351.231	1223	72.6173
Sb10g003240.1	565	386.194	474	25.5964
Sb10g003245.1	366	187.325	25	2.78324
Sb10g003250.1	651	472.149	22	0.97174
Sb10g003260.1	567	388.194	0	0
Sb10g003270.1	363	184.325	0	0
Sb10g003275.1	360	181.343	9	1.03502
Sb10g003280.1	357	178.361	185	21.6311
Sb10g003285.1	210	44.6133	0	0
Sb10g003290.1	441	262.299	0	0
Sb10g003300.1	1528	1349.15	39	0.602852
Sb10g003310.1	1925	1746.15	347.856	4.15456
Sb10g003310.2	2020	1841.15	153.144	1.73467
Sb10g003320.1	1145	966.149	278.324	6.00777
Sb10g003320.2	1179	1000.15	7.51151	0.156628
Sb10g003320.3	1123	944.149	21.164	0.467481
Sb10g003330.1	771	592.149	0	0
Sb10g003340.1	1518	1339.15	11	0.171305
Sb10g003350.1	765	586.149	2	0.0711587
Sb10g003355.1	1311	1132.15	40	0.736822
Sb10g003360.1	1083	904.149	0	0
Sb10g003370.1	2121	1942.15	3	0.032214
Sb10g003380.1	678	499.149	64	2.67397
Sb10g003390.1	2046	1867.15	3	0.033508
Sb10g003395.1	876	697.149	0	0
Sb10g003400.1	1056	877.149	1	0.0237757
Sb10g003410.1	1929	1750.15	0	0
Sb10g003415.1	1020	841.149	0	0
Sb10g003420.1	1379	1200.15	220	3.82291
Sb10g003430.1	1995	1816.15	18	0.206694
Sb10g003440.1	522	343.266	475	28.8582
Sb10g003450.1	1639	1460.15	899	12.8401
Sb10g003460.1	1574	1395.15	25	0.373702
Sb10g003470.1	348	169.413	616	75.8296
Sb10g003480.1	1671	1492.15	359	5.01751
Sb10g003500.1	1445	1266.15	2411	39.7117
Sb10g003510.1	400	221.325	79	7.44394
Sb10g003515.1	378	199.325	53	5.54524
Sb10g003520.1	750	571.149	0	0
Sb10g003530.1	1127	948.149	251	5.52082
Sb10g003540.1	654	475.149	8	0.351129
Sb10g003545.1	832	653.149	0	0
Sb10g003550.1	1254	1075.15	1915.87	37.1623
Sb10g003550.2	1326	1147.15	50.1328	0.911398
Sb10g003560.1	1380	1201.15	9	0.156261
Sb10g003570.1	684	505.149	0	0
Sb10g003580.1	1741	1562.15	0	0
Sb10g003590.1	240	65.298	10.0231	3.20116
Sb10g003600.1	2789	2610.15	625	4.99368
Sb10g003610.1	1090	911.149	401	9.17828
Sb10g003620.1	2022	1843.15	39.527	0.447239
Sb10g003630.1	1338	1159.15	50	0.899574
Sb10g003640.1	507	328.299	22	1.39752
Sb10g003650.1	1938	1759.15	1358	16.0992
Sb10g003660.1	1247	1068.15	170	3.31912
Sb10g003670.1	814	635.149	7413	243.402
Sb10g003680.1	1883	1704.15	359	4.39332
Sb10g003680.2	1295	1116.15	0	0
Sb10g003690.1	1429	1250.15	178	2.96937
Sb10g003700.1	1560	1381.15	5483	82.7912
Sb10g003705.1	1140	961.149	15	0.325467
Sb10g003710.1	630	451.194	9006	416.269
Sb10g003720.1	2097	1918.15	20	0.217447
Sb10g003730.1	1659	1480.15	10	0.140897
Sb10g003740.1	1428	1249.15	549	9.16567
Sb10g003745.1	555	376.194	6	0.332617
Sb10g003750.1	930	751.149	21	0.583042
Sb10g003760.1	1775	1596.15	189	2.46942
Sb10g003770.1	1156	977.149	1895	40.4441
Sb10g003780.1	1068	889.149	67	1.57147
Sb10g003790.1	2747	2568.15	65	0.527836
Sb10g003800.1	1314	1135.15	614	11.2803
Sb10g003810.1	1719	1540.15	2013	27.2576
Sb10g003813.1	447	268.299	0	0
Sb10g003816.1	408	229.325	0	0
Sb10g003820.1	2071	1892.15	1354	14.9235
Sb10g003830.1	537	358.231	0	0
Sb10g003840.1	1587	1408.15	1157.26	17.1391
Sb10g003840.2	1429	1250.15	426.743	7.11887
Sb10g003850.1	1735	1556.15	16	0.214425
Sb10g003860.1	1974	1795.15	398	4.62369
Sb10g003865.1	543	364.231	0	0
Sb10g003870.1	1163	984.149	1194	25.3017
Sb10g003875.1	2952	2773.15	2	0.0150405
Sb10g003880.1	788	609.149	0	0
Sb10g003890.1	1474	1295.15	217.202	3.49744
Sb10g003890.2	1622	1443.15	34.798	0.502863
Sb10g003900.1	1167	988.149	0	0
Sb10g003910.1	2282	2103.15	150	1.4874
Sb10g003920.1	1625	1446.15	260	3.74944
Sb10g003930.1	1458	1279.15	239	3.89657
Sb10g003940.1	540	361.231	28	1.61651
Sb10g003950.1	636	457.194	171	7.80012
Sb10g003960.1	491	312.299	122	8.14695
Sb10g003970.1	2171	1992.15	126	1.31903
Sb10g003980.1	393	214.325	0	0
Sb10g003990.1	1155	976.149	553	11.8145
Sb10g004000.1	1137	958.149	1	0.0217657
Sb10g004010.1	1831	1652.15	457	5.76864
Sb10g004013.1	900	721.149	0	0
Sb10g004016.1	288	110.811	0	0
Sb10g004020.1	2865	2686.15	0	0
Sb10g004025.1	1734	1555.15	0	0
Sb10g004030.1	1063	884.149	310	7.31211
Sb10g004040.1	748	569.149	59	2.16188
Sb10g004045.1	1029	850.149	0	0
Sb10g004050.1	1280	1101.15	28	0.530296
Sb10g004060.1	882	703.149	16	0.474547
Sb10g004070.1	4950	4771.15	1595	6.97178
Sb10g004080.1	804	625.149	0	0
Sb10g004090.1	585	406.194	98.6022	5.06242
Sb10g004100.1	411	232.325	75.5739	6.78395
Sb10g004110.1	445	266.299	9.61403	0.752907
Sb10g004120.1	1191	1012.15	2	0.041209
Sb10g004130.1	1091	912.149	621	14.1982
Sb10g004140.1	696	517.149	0	0
Sb10g004150.1	1383	1204.15	1	0.0173191
Sb10g004160.1	1636	1457.15	5225	74.7805
Sb10g004160.2	1609	1430.15	0	0
Sb10g004170.1	1641	1462.15	5	0.0713156
Sb10g004180.1	465	286.299	0	0
Sb10g004190.1	1191	1012.15	0	0
Sb10g004200.1	984	805.149	0	0
Sb10g004210.1	840	661.149	0	0
Sb10g004220.1	960	781.149	0	0
Sb10g004225.1	2154	1975.15	0	0
Sb10g004230.1	1470	1291.15	0	0
Sb10g004240.1	1539	1360.15	0	0
Sb10g004250.1	1662	1483.15	0	0
Sb10g004255.1	1269	1090.15	0	0
Sb10g004260.1	2734	2555.15	6076	49.5916
Sb10g004270.1	924	745.149	9	0.251887
Sb10g004280.1	927	748.149	0	0
Sb10g004290.1	1140	961.149	0	0
Sb10g004300.1	861	682.149	0	0
Sb10g004305.1	870	691.149	0	0
Sb10g004310.1	936	757.149	1	0.0275439
Sb10g004320.1	1173	994.149	0	0
Sb10g004330.1	813	634.149	0	0
Sb10g004340.1	1274	1095.15	402	7.65524
Sb10g004345.1	330	151.78	8	1.09921
Sb10g004350.1	711	532.149	0	0
Sb10g004360.1	1575	1396.15	0	0
Sb10g004370.1	1635	1456.15	0	0
Sb10g004380.1	767	588.149	125	4.4323
Sb10g004390.1	678	499.149	0	0
Sb10g004400.1	2533	2354.15	216	1.91349
Sb10g004402.1	411	232.325	43.3975	3.89561
Sb10g004405.1	120	15.1582	0	0
Sb10g004407.1	306	128.201	7	1.13871
Sb10g004410.1	1731	1552.15	386	5.18633
Sb10g004420.1	1301	1122.15	762.621	14.1731
Sb10g004420.2	1483	1304.15	365.395	5.84308
Sb10g004420.3	913	734.149	270.984	7.69778
Sb10g004430.1	1803	1624.15	0	0
Sb10g004440.1	1820	1641.15	24	0.304979
Sb10g004450.1	3721	3542.15	617	3.63266
Sb10g004460.1	1759	1580.15	385	5.08123
Sb10g004465.1	252	76.2452	34	9.29978
Sb10g004470.1	2072	1893.15	208	2.29131
Sb10g004480.1	1404	1225.15	0	0
Sb10g004483.1	135	21.4063	0	0
Sb10g004486.1	363	184.325	0	0
Sb10g004490.1	1612	1433.15	540	7.85794
Sb10g004493.1	3282	3103.15	285	1.91535
Sb10g004496.1	294	116.57	0	0
Sb10g004500.1	876	697.149	6	0.179487
Sb10g004505.1	540	361.231	0	0
Sb10g004510.1	1242	1063.15	0	0
Sb10g004520.1	1179	1000.15	56	1.1677
Sb10g004530.1	2364	2185.15	0	0
Sb10g004535.1	618	439.194	0	0
Sb10g004540.1	1500	1321.15	1091	17.2218
Sb10g004550.1	732	553.149	305	11.4991
Sb10g004560.1	3279	3100.15	54	0.36326
Sb10g004570.1	1467	1288.15	78	1.2628
Sb10g004580.1	1304	1125.15	1317	24.4108
Sb10g004590.1	815	636.149	1	0.0327829
Sb10g004600.1	1669	1490.15	622	8.70496
Sb10g004602.1	660	481.149	0	0
Sb10g004604.1	222	51.1988	474	193.074
Sb10g004606.1	171	35.3405	13	7.67143
Sb10g004608.1	126	17.7976	0	0
Sb10g004610.1	384	205.325	0	0
Sb10g004620.1	558	379.194	0	0
Sb10g004625.1	480	301.299	0	0
Sb10g004630.1	1167	988.149	0	0
Sb10g004640.1	303	125.316	0	0
Sb10g004650.1	303	125.316	0	0
Sb10g004655.1	120	15.1582	0	0
Sb10g004660.1	813	634.149	1	0.0328863
Sb10g004670.1	1416	1237.15	3	0.0505715
Sb10g004680.1	3289	3110.15	3335	22.3625
Sb10g004682.1	1632	1453.15	321	4.60682
Sb10g004685.1	663	484.149	83	3.57524
Sb10g004687.1	285	107.889	4	0.773195
Sb10g004690.1	942	763.149	1	0.0273273
Sb10g004700.1	1417	1238.15	0	0
Sb10g004700.2	1399	1220.15	271	4.63194
Sb10g004710.1	1532	1353.15	51	0.786015
Sb10g004720.1	1370	1191.15	1934.9	33.8765
Sb10g004720.2	1474	1295.15	177.557	2.85907
Sb10g004720.3	1557	1378.15	1590.54	24.0689
Sb10g004730.1	2055	1876.15	110	1.22273
Sb10g004740.1	1198	1019.15	1001	20.4834
Sb10g004750.1	1014	835.149	193	4.81947
Sb10g004760.1	3165	2986.15	44	0.307289
Sb10g004770.1	972	793.149	2	0.0525874
Sb10g004780.1	2809	2630.15	223	1.7682
Sb10g004790.1	975	796.149	5	0.130973
Sb10g004793.1	1499	1320.15	78	1.23219
Sb10g004796.1	240	65.298	0	0
Sb10g004800.1	2560	2381.15	241	2.11075
Sb10g004810.1	2558	2379.15	35	0.306798
Sb10g004820.1	1548	1369.15	4	0.0609278
Sb10g004830.1	2439	2260.15	9	0.0830446
Sb10g004840.1	1902	1723.15	758.625	9.18143
Sb10g004850.1	1688	1509.15	95.0218	1.3131
Sb10g004860.1	1999	1820.15	386	4.42269
