target_id	length	eff_length	est_counts	tpm
Sb10g001920.1	369	197.301	22	2.39961
Sb10g001930.1	2229	2057.23	1	0.0104608
Sb10g001940.1	903	731.23	266	7.82845
Sb10g001950.1	1942	1770.23	720	8.75288
Sb10g001960.1	2191	2019.23	1004.75	10.7083
Sb10g001960.2	1997	1825.23	655.171	7.72477
Sb10g001960.3	2179	2007.23	595.944	6.38934
Sb10g001960.4	2286	2114.23	74.132	0.754574
Sb10g001970.1	3357	3185.23	23	0.155394
Sb10g001980.1	462	290.26	5	0.370707
Sb10g001990.1	1662	1490.23	1184	17.098
Sb10g001995.1	561	389.23	14	0.774051
Sb10g002000.1	2539	2367.23	82	0.745455
Sb10g002010.1	940	768.23	181	5.07032
Sb10g002020.1	1637	1465.23	913	13.4095
Sb10g002030.1	998	826.23	1079	28.104
Sb10g002040.1	809	637.23	5939.52	200.587
Sb10g002050.1	1209	1037.23	332	6.88829
Sb10g002060.1	1728	1556.23	0	0
Sb10g002070.1	2495	2323.23	570	5.27996
Sb10g002080.1	912	740.23	22	0.639594
Sb10g002090.1	1530	1358.23	1	0.0158444
Sb10g002100.1	1438	1266.23	646	10.9791
Sb10g002105.1	441	269.26	90	7.19314
Sb10g002110.1	1783	1611.23	231	3.08534
Sb10g002120.1	1554	1382.23	13	0.2024
Sb10g002130.1	1564	1392.23	0	0
Sb10g002140.1	2334	2162.23	0	0
Sb10g002150.1	945	773.23	5.01888	0.139684
Sb10g002155.1	669	497.23	0	0
Sb10g002160.1	318	146.846	0	0
Sb10g002170.1	595	423.23	1097	55.78
Sb10g002180.1	1293	1121.23	284	5.45094
Sb10g002190.1	1226	1054.23	67	1.36769
Sb10g002200.1	2207	2035.23	0.829457	0.00877059
Sb10g002200.2	2204	2032.23	3.17054	0.0335744
Sb10g002210.1	2273	2101.23	9	0.0921758
Sb10g002220.1	2527	2355.23	4289	39.1896
Sb10g002225.1	240	72.5499	12.139	3.60076
Sb10g002230.1	1846	1674.23	556	7.14674
Sb10g002240.1	614	442.23	1153	56.1086
Sb10g002250.1	2484	2312.23	24	0.223372
Sb10g002260.1	914	742.23	595	17.2515
Sb10g002265.1	450	278.26	0	0
Sb10g002270.1	177	40.9247	0	0
Sb10g002280.1	1477	1305.23	459	7.56787
Sb10g002290.1	735	563.23	476	18.1873
Sb10g002300.1	1686	1514.23	45	0.639542
Sb10g002310.1	1245	1073.23	828	16.603
Sb10g002315.1	303	132.168	0	0
Sb10g002320.1	1620	1448.23	0	0
Sb10g002330.1	696	524.23	0	0
Sb10g002340.1	510	338.23	0	0
Sb10g002350.1	216	55.7757	0	0
Sb10g002360.1	489	317.23	1	0.0678381
Sb10g002370.1	1550	1378.23	5202.75	81.238
Sb10g002373.1	444	272.26	1	0.0790431
Sb10g002376.1	1353	1181.23	10	0.182185
Sb10g002380.1	207	51.5102	5	2.08894
Sb10g002385.1	453	281.26	211.012	16.1453
Sb10g002390.1	636	464.23	0	0
Sb10g002400.1	1397	1225.23	660.249	11.5968
Sb10g002411.1	1932	1760.23	76	0.929164
Sb10g002420.1	1315	1143.23	4063	76.4824
Sb10g002430.1	1941	1769.23	929	11.3
Sb10g002440.1	810	638.23	146	4.92293
Sb10g002450.1	711	539.23	418	16.6821
Sb10g002460.1	2034	1862.23	14720	170.107
Sb10g002480.1	1421	1249.23	1319.86	22.737
Sb10g002480.2	1516	1344.23	67.1429	1.07492
Sb10g002485.1	372	200.281	0	0
Sb10g002490.1	1652	1480.23	0	0
Sb10g002500.1	1671	1499.23	0	0
Sb10g002510.1	2712	2540.23	259	2.19419
Sb10g002520.1	1153	981.23	5.63162	0.123512
Sb10g002520.2	1058	886.23	608.368	14.773
Sb10g002525.1	339	167.532	0	0
Sb10g002530.1	1527	1355.23	1149	18.2455
Sb10g002540.1	624	452.23	369	17.5596
Sb10g002550.1	1400	1228.23	0	0
Sb10g002555.1	150	28.9899	0	0
Sb10g002560.1	1581	1409.23	119	1.81724
Sb10g002570.1	1393	1221.23	750	13.2164
Sb10g002580.1	1135	963.23	370	8.26647
Sb10g002590.1	366	194.301	173	19.161
Sb10g002600.1	1367	1195.23	879.785	15.8407
Sb10g002600.2	1121	949.23	0	0
Sb10g002610.1	1677	1505.23	847.471	12.1163
Sb10g002610.2	1685	1513.23	171.529	2.43939
Sb10g002620.1	1872	1700.23	30	0.379718
Sb10g002630.1	2200	2028.23	675.927	7.17184
Sb10g002630.2	1988	1816.23	68.0735	0.806594
Sb10g002640.1	960	788.23	2	0.0546041
Sb10g002650.1	1893	1721.23	12	0.150034
Sb10g002660.1	1505	1333.23	68	1.09762
Sb10g002670.1	975	803.23	200	5.35844
Sb10g002680.1	690	518.23	46	1.91022
Sb10g002690.1	1225	1053.23	325.853	6.65805
Sb10g002700.1	1152	980.23	1273.93	27.9683
Sb10g002710.1	591	419.23	0	0
Sb10g002715.1	228	62.9875	0	0
Sb10g002720.1	1017	845.23	847	21.5654
Sb10g002725.1	540	368.23	0	0
Sb10g002730.1	306	135.114	0	0
Sb10g002735.1	2871	2699.23	0	0
Sb10g002740.1	858	686.23	14	0.439042
Sb10g002750.1	1528	1356.23	72	1.14248
Sb10g002760.1	2842	2670.23	1095	8.82498
Sb10g002770.1	1566	1394.23	23	0.355011
Sb10g002780.1	1633	1461.23	563	8.29159
Sb10g002790.1	1192	1020.23	61	1.28671
Sb10g002800.1	1737	1565.23	167	2.29608
Sb10g002810.1	177	40.9247	48	25.2408
Sb10g002820.1	749	577.23	3	0.111846
Sb10g002830.1	740	568.23	2	0.075745
Sb10g002840.1	1407	1235.23	915.143	15.9437
Sb10g002840.2	1381	1209.23	666.857	11.8679
Sb10g002850.1	659	487.23	0	0
Sb10g002860.1	354	182.358	0	0
Sb10g002870.1	951	779.23	0	0
Sb10g002880.1	710	538.23	0	0
Sb10g002890.1	687	515.23	0	0
Sb10g002900.1	348	176.411	0	0
Sb10g002910.1	2061	1889.23	64	0.729026
Sb10g002915.1	120	15.9946	0	0
Sb10g002920.1	1410	1238.23	272	4.72733
Sb10g002930.1	1374	1202.23	4	0.0716012
Sb10g002940.1	858	686.23	475	14.8961
Sb10g002950.1	1520	1348.23	134	2.13889
Sb10g002953.1	372	200.281	3	0.322351
Sb10g002956.1	1692	1520.23	16	0.226495
Sb10g002960.1	2803	2631.23	1041	8.51413
Sb10g002970.1	696	524.23	180	7.38922
Sb10g002980.1	765	593.23	112.322	4.07466
Sb10g002980.2	566	394.23	1717.68	93.7649
Sb10g002990.1	2103	1931.23	308	3.43214
Sb10g003000.1	1536	1364.23	982	15.4907
Sb10g003010.1	2523	2351.23	18	0.16475
Sb10g003020.1	2589	2417.23	3	0.0267086
Sb10g003030.1	1170	998.23	3	0.0646753
Sb10g003040.1	1336	1164.23	321	5.93355
Sb10g003045.1	3117	2945.23	0	0
Sb10g003050.1	2396	2224.23	137	1.32553
Sb10g003060.1	1607	1435.23	90	1.34949
Sb10g003070.1	2489	2317.23	250	2.32177
Sb10g003080.1	1793	1621.23	1	0.0132741
Sb10g003090.1	1655	1483.23	3	0.0435272
Sb10g003100.1	858	686.23	0	0
Sb10g003110.1	1320	1148.23	146.273	2.74146
Sb10g003120.1	814	642.23	3978	133.298
Sb10g003130.1	982	810.23	57	1.51396
Sb10g003140.1	1149	977.23	0	0
Sb10g003150.1	1296	1124.23	6	0.114853
Sb10g003160.1	1467	1295.23	0	0
Sb10g003170.1	1261	1089.23	542	10.7085
Sb10g003180.1	1103	931.23	1	0.0231095
Sb10g003190.1	1273	1101.23	2649	51.7669
Sb10g003200.1	856	684.23	5654	177.829
Sb10g003210.1	2187	2015.23	331	3.53469
Sb10g003220.1	348	176.411	7	0.853926
Sb10g003230.1	530	358.23	321	19.2837
Sb10g003240.1	565	393.23	148	8.09959
Sb10g003245.1	366	194.301	8	0.886059
Sb10g003250.1	651	479.23	14	0.628684
Sb10g003260.1	567	395.23	0	0
Sb10g003270.1	363	191.32	0	0
Sb10g003275.1	360	188.339	25	2.85658
Sb10g003280.1	357	185.358	484	56.193
Sb10g003285.1	210	52.7224	0	0
Sb10g003290.1	441	269.26	0	0
Sb10g003300.1	1528	1356.23	154	2.44363
Sb10g003310.1	1925	1753.23	388.111	4.76393
Sb10g003310.2	2020	1848.23	827.889	9.63971
Sb10g003320.1	1145	973.23	394.487	8.723
Sb10g003320.2	1179	1007.23	61.2356	1.30835
Sb10g003320.3	1123	951.23	27.2771	0.617106
Sb10g003330.1	771	599.23	0	0
Sb10g003340.1	1518	1346.23	31	0.495554
Sb10g003350.1	765	593.23	1	0.0362765
Sb10g003355.1	1311	1139.23	38	0.717828
Sb10g003360.1	1083	911.23	0	0
Sb10g003370.1	2121	1949.23	3	0.0331212
Sb10g003380.1	678	506.23	61	2.59316
Sb10g003390.1	2046	1874.23	6	0.0688932
Sb10g003395.1	876	704.23	0	0
Sb10g003400.1	1056	884.23	0	0
Sb10g003410.1	1929	1757.23	0	0
Sb10g003415.1	1020	848.23	0	0
Sb10g003420.1	1379	1207.23	155	2.76306
Sb10g003430.1	1995	1823.23	36	0.424922
Sb10g003440.1	522	350.23	1070	65.7474
Sb10g003450.1	1639	1467.23	1872	27.4572
Sb10g003460.1	1574	1402.23	73	1.12034
Sb10g003470.1	348	176.411	1408	171.761
Sb10g003480.1	1671	1499.23	458	6.57424
Sb10g003500.1	1445	1273.23	1330	22.4798
Sb10g003510.1	400	228.26	107	10.0879
Sb10g003515.1	378	206.281	85	8.86762
Sb10g003520.1	750	578.23	0	0
Sb10g003530.1	1127	955.23	266	5.99269
Sb10g003540.1	654	482.23	25	1.11567
Sb10g003545.1	832	660.23	7	0.228166
Sb10g003550.1	1254	1082.23	8487.02	168.765
Sb10g003550.2	1326	1154.23	63.983	1.19295
Sb10g003560.1	1380	1208.23	33	0.587777
Sb10g003570.1	684	512.23	0	0
Sb10g003580.1	1741	1569.23	0	0
Sb10g003590.1	240	72.5499	11.0082	3.26534
Sb10g003600.1	2789	2617.23	429	3.52747
Sb10g003610.1	1090	918.23	285	6.67946
Sb10g003620.1	2022	1850.23	64	0.744393
Sb10g003630.1	1338	1166.23	35	0.64585
Sb10g003640.1	507	335.23	189	12.133
Sb10g003650.1	1938	1766.23	1638	19.9579
Sb10g003660.1	1247	1075.23	161	3.22235
Sb10g003670.1	814	642.23	8422	282.21
Sb10g003680.1	1883	1711.23	1107	13.9215
Sb10g003680.2	1295	1123.23	0	0
Sb10g003690.1	1429	1257.23	132	2.25947
Sb10g003700.1	1560	1388.23	91	1.41068
Sb10g003705.1	1140	968.23	13	0.288944
Sb10g003710.1	630	458.23	9188	431.505
Sb10g003720.1	2097	1925.23	57	0.637148
Sb10g003730.1	1659	1487.23	9	0.13023
Sb10g003740.1	1428	1256.23	1035	17.7304
Sb10g003745.1	555	383.23	5	0.280775
Sb10g003750.1	930	758.23	63	1.78808
Sb10g003760.1	1775	1603.23	159	2.13427
Sb10g003770.1	1156	984.23	1729	37.8048
Sb10g003780.1	1068	896.23	142	3.40971
Sb10g003790.1	2747	2575.23	474	3.96105
Sb10g003800.1	1314	1142.23	530	9.98551
Sb10g003810.1	1719	1547.23	1678	23.3392
Sb10g003813.1	447	275.26	0	0
Sb10g003816.1	408	236.26	0	0
Sb10g003820.1	2071	1899.23	902	10.2206
Sb10g003830.1	537	365.23	0	0
Sb10g003840.1	1587	1415.23	1743.57	26.5131
Sb10g003840.2	1429	1257.23	655.432	11.2192
Sb10g003850.1	1735	1563.23	47	0.647028
Sb10g003860.1	1974	1802.23	336	4.01215
Sb10g003865.1	543	371.23	0	0
Sb10g003870.1	1163	991.23	1552	33.695
Sb10g003875.1	2952	2780.23	5	0.0387024
Sb10g003880.1	788	616.23	0	0
Sb10g003890.1	1474	1302.23	332.965	5.50249
Sb10g003890.2	1622	1450.23	62.0347	0.920547
Sb10g003900.1	1167	995.23	0	0
Sb10g003910.1	2282	2110.23	64	0.652677
Sb10g003920.1	1625	1453.23	228	3.37636
Sb10g003930.1	1458	1286.23	572	9.5703
Sb10g003940.1	540	368.23	2	0.116885
Sb10g003950.1	636	464.23	213	9.87403
Sb10g003960.1	491	319.23	145	9.7749
Sb10g003970.1	2171	1999.23	290	3.12164
Sb10g003980.1	393	221.26	0	0
Sb10g003990.1	1155	983.23	355	7.77001
Sb10g004000.1	1137	965.23	5	0.111478
Sb10g004010.1	1831	1659.23	357	4.63031
Sb10g004013.1	900	728.23	0	0
Sb10g004016.1	288	117.658	0	0
Sb10g004020.1	2865	2693.23	0	0
Sb10g004025.1	1734	1562.23	3.67079	0.0505665
Sb10g004030.1	1063	891.23	867	20.9352
Sb10g004040.1	748	576.23	201	7.50669
Sb10g004045.1	1029	857.23	0	0
Sb10g004050.1	1280	1108.23	56	1.08744
Sb10g004060.1	882	710.23	40	1.21202
Sb10g004070.1	4950	4778.23	2058	9.26886
Sb10g004080.1	804	632.23	3	0.102116
Sb10g004090.1	585	413.23	152.733	7.95408
Sb10g004100.1	411	239.26	172.05	15.4751
Sb10g004110.1	445	273.26	35.5657	2.80094
Sb10g004120.1	1191	1019.23	3	0.0633428
Sb10g004130.1	1091	919.23	899	21.0467
Sb10g004140.1	696	524.23	0	0
Sb10g004150.1	1383	1211.23	0	0
Sb10g004160.1	1636	1464.23	5064	74.4273
Sb10g004160.2	1609	1437.23	0	0
Sb10g004170.1	1641	1469.23	0	0
Sb10g004180.1	465	293.26	0	0
Sb10g004190.1	1191	1019.23	0	0
Sb10g004200.1	984	812.23	0	0
Sb10g004210.1	840	668.23	0	0
Sb10g004220.1	960	788.23	0	0
Sb10g004225.1	2154	1982.23	0	0
Sb10g004230.1	1470	1298.23	0	0
Sb10g004240.1	1539	1367.23	0	0
Sb10g004250.1	1662	1490.23	0	0
Sb10g004255.1	1269	1097.23	0	0
Sb10g004260.1	2734	2562.23	5954	50.0079
Sb10g004270.1	924	752.23	22	0.62939
Sb10g004280.1	927	755.23	0	0
Sb10g004290.1	1140	968.23	0	0
Sb10g004300.1	861	689.23	0	0
Sb10g004305.1	870	698.23	0	0
Sb10g004310.1	936	764.23	0	0
Sb10g004320.1	1173	1001.23	0	0
Sb10g004330.1	813	641.23	0	0
Sb10g004340.1	1274	1102.23	352	6.87256
Sb10g004345.1	330	158.629	14	1.8993
Sb10g004350.1	711	539.23	0	0
Sb10g004360.1	1575	1403.23	0	0
Sb10g004370.1	1635	1463.23	0	0
Sb10g004380.1	767	595.23	299	10.8102
Sb10g004390.1	678	506.23	0	0
Sb10g004400.1	2533	2361.23	512	4.66638
Sb10g004402.1	411	239.26	38.2172	3.43745
Sb10g004405.1	120	15.9946	0	0
Sb10g004407.1	306	135.114	11	1.75202
Sb10g004410.1	1731	1559.23	291	4.01634
Sb10g004420.1	1301	1129.23	496.644	9.4648
Sb10g004420.2	1483	1311.23	189.46	3.10948
Sb10g004420.3	913	741.23	109.895	3.19062
Sb10g004430.1	1803	1631.23	0	0
Sb10g004440.1	1820	1648.23	30	0.391698
Sb10g004450.1	3721	3549.23	860	5.2145
Sb10g004460.1	1759	1587.23	508	6.88766
Sb10g004465.1	252	83.1684	52	13.4553
Sb10g004470.1	2072	1900.23	190	2.15177
Sb10g004480.1	1404	1232.23	0	0
Sb10g004483.1	135	22.8277	0	0
Sb10g004486.1	363	191.32	0	0
Sb10g004490.1	1612	1440.23	977	14.5986
Sb10g004493.1	3282	3110.23	619.537	4.2867
Sb10g004496.1	294	123.489	0	0
Sb10g004500.1	876	704.23	2	0.0611172
Sb10g004505.1	540	368.23	0	0
Sb10g004510.1	1242	1070.23	0	0
Sb10g004520.1	1179	1007.23	34	0.726438
Sb10g004530.1	2364	2192.23	1	0.00981662
Sb10g004535.1	618	446.23	0	0
Sb10g004540.1	1500	1328.23	511	8.27934
Sb10g004550.1	732	560.23	483	18.5536
Sb10g004560.1	3279	3107.23	106	0.734143
Sb10g004570.1	1467	1295.23	65	1.07998
Sb10g004580.1	1304	1132.23	2193	41.6823
Sb10g004590.1	815	643.23	1	0.0334566
Sb10g004600.1	1669	1497.23	512	7.35918
Sb10g004602.1	660	488.23	0	0
Sb10g004604.1	222	59.1852	285	103.629
Sb10g004606.1	171	38.6771	15	8.34614
Sb10g004608.1	126	18.6538	0	0
Sb10g004610.1	384	212.26	0	0
Sb10g004620.1	558	386.23	0	0
Sb10g004625.1	480	308.23	0	0
Sb10g004630.1	1167	995.23	0	0
Sb10g004640.1	303	132.168	0	0
Sb10g004650.1	303	132.168	0	0
Sb10g004655.1	120	15.9946	0	0
Sb10g004660.1	813	641.23	11	0.36917
Sb10g004670.1	1416	1244.23	1	0.0172961
Sb10g004680.1	3289	3117.23	4983	34.4009
Sb10g004682.1	1632	1460.23	684	10.0805
Sb10g004685.1	663	491.23	176	7.71038
Sb10g004687.1	285	114.834	9	1.68663
Sb10g004690.1	942	770.23	0	0
Sb10g004700.1	1417	1245.23	59.7069	1.03187
Sb10g004700.2	1399	1227.23	220.293	3.86299
Sb10g004710.1	1532	1360.23	47	0.74359
Sb10g004720.1	1370	1198.23	565.689	10.1598
Sb10g004720.2	1474	1302.23	433.727	7.16765
Sb10g004720.3	1557	1385.23	577.585	8.97309
Sb10g004730.1	2055	1883.23	74	0.845622
Sb10g004740.1	1198	1026.23	971	20.3621
Sb10g004750.1	1014	842.23	292	7.46106
Sb10g004760.1	3165	2993.23	10	0.0718965
Sb10g004770.1	972	800.23	2	0.0537853
Sb10g004780.1	2809	2637.23	169	1.37907
Sb10g004790.1	975	803.23	0	0
Sb10g004793.1	1499	1327.23	275	4.45897
Sb10g004796.1	240	72.5499	5	1.48314
Sb10g004800.1	2560	2388.23	372	3.35208
Sb10g004810.1	2558	2386.23	179	1.61432
Sb10g004820.1	1548	1376.23	0	0
Sb10g004830.1	2439	2267.23	35	0.332216
